wavelength,sensitivity
554.9985034420831,0.1917084763665166
556.2206924074628,0.21804858727224677
564.9506135887458,0.3580670715606016
565.1750972762645,0.3590573012938998
565.3995809637833,0.3580670715606016
565.9483188666068,0.3570768418273035
566.721540456949,0.35390810668074946
567.4947620472913,0.3507393715341955
568.2679836376335,0.3475706363876415
569.3654594432804,0.3475706363876415
569.5899431307992,0.34974914180089733
569.8144268183178,0.3519276472141532
570.0389105058366,0.3560866120940054
570.3631647211414,0.36559281753366735
570.6874189364462,0.3782677581198834
570.9119026239648,0.3909426987060993
571.2361568392696,0.40579614470557124
571.5604110545744,0.42263005017163946
571.8846652698792,0.43946395563770757
575.6510026938042,0.6933588592553468
575.8754863813228,0.716530235014523
576.1997405966276,0.741880116186955
576.8731916591838,0.7923818325851593
586.1518507432904,1.4087008185899126
586.8253018058465,1.4296936889358327
587.4738102364561,1.4475178241351991
588.1472612990123,1.4643517296012674
588.8207123615684,1.4790071296540794
590.042901326948,1.5085159757063635
597.4508630150654,1.6348692896752044
598.7728225082311,1.6526934248745704
599.9950114736107,1.6717058357538945
605.6320462935249,1.7538949036176388
606.1807841963484,1.7570636387641927
606.829292626958,1.7602323739107468
608.8247031826799,1.7634011090573005
610.0468921480594,1.764391338790599
611.2690811134391,1.764391338790599
612.5910406066048,1.762212833377343
613.8132295719845,1.760034327964087
614.361967474808,1.759044098230789
615.0354185373642,1.760034327964087
615.6839269679738,1.761024557697385
616.2326648707972,1.764193292843939
617.4548538361769,1.7695405334037488
618.7768133293426,1.7758780036968567
628.8286940037914,1.8253894903617631
630.050882969171,1.835885925534723
630.7243340317272,1.8422233958278311
631.2730719345507,1.848560866120939
632.4952608999304,1.8644045418537085
633.817220393096,1.8802482175864785
635.0394093584757,1.894903617639291
636.2615983238554,1.9085687879588051
637.483787289235,1.9212437285450208
647.6354384914698,2.023435437021387
648.1841763942934,2.030763137047794
648.8576274568495,2.0380908370741997
653.8212112142076,2.0495775019804583
654.3699491170312,2.0464087668339044
655.0434001795873,2.0412595722207536
655.7168512421434,2.034922101927646
666.9909208819718,1.653485608661208
667.6394293125813,1.6113018220227082
668.188167215405,1.5691180353842078
668.861618277961,1.5281225244256655
669.1858724932658,1.5081198838130434
681.2331637234365,1.017163982043833
681.8816721540461,1.0034988117243189
682.5551232166022,0.9898336414048048
692.507233363265,0.5032347504621061
693.180684425821,0.4505545286506458
693.8541354883772,0.39787430683918545
694.4028733912007,0.3461843147610234
695.0513818218103,0.29568259836281896
