wavelength,sensitivity
389.98605369328084,0.9257745550428467
390.6335607909548,0.9679630850362547
394.71783633012893,1.2363876071193134
395.04158987896596,1.2503625576796298
395.5894805000746,1.2714568226763339
399.449618966977,1.3473961766644684
399.9726054689445,1.35583388266315
401.2676196642924,1.3727092946605133
402.4381132639338,1.3853658536585356
403.08562036160777,1.3895847066578764
403.7331274592817,1.393803559657217
404.38063455695567,1.3967040210942638
405.0281416546296,1.3980224126565577
405.6756487523036,1.3980224126565577
406.3231558499775,1.3967040210942638
406.9706629476515,1.393803559657217
407.6181700453254,1.3895847066578764
408.78866364496673,1.3798286090969007
410.0836778403147,1.3713909030982192
412.54918563530396,1.3560975609756087
415.0146934302933,1.3392221489782454
417.4802012252825,1.3239288068556352
420.04532549683705,1.30969017798286
422.5108332918263,1.2943968358602496
423.6813268914677,1.285959129861568
424.9763410868156,1.2804218852999332
426.2713552821635,1.2762030323005924
427.44184888180484,1.2748846407382985
428.73686307715275,1.2719841793012516
430.03187727250065,1.267765326301911
431.32689146784855,1.2606460118655234
432.62190566319646,1.2522083058668416
433.7923992628379,1.2424522083058662
435.0874134581858,1.2326961107448906
435.73492055585973,1.2271588661832558
439.37092195049036,1.1865524060646004
440.01842904816436,1.18233355306526
440.66593614583826,1.179433091628213
441.31344324351227,1.1781147000659191
442.48393684315363,1.179433091628213
443.77895103850153,1.180751483190507
445.07396523384944,1.1836519446275537
446.36897942919734,1.1849703361898476
447.53947302883876,1.1878707976268945
448.7099666284801,1.1907712590639412
450.00498082382796,1.196308503625576
451.2999950191759,1.2047462096242576
452.4704886188173,1.2131839156229394
453.7655028141652,1.224258404746209
455.0605170095131,1.2340145023071845
456.355531204861,1.24377059986816
457.6505454002089,1.2551087673038885
458.82103899985026,1.26354647330257
459.46854609752427,1.2677653263019109
460.1160531951982,1.2706657877389576
461.4110673905461,1.2735662491760043
462.5815609901875,1.2748846407382983
463.75205458982884,1.2735662491760043
465.04706878517675,1.2722478576137104
465.6945758828507,1.2709294660514165
469.4550978731879,1.2569545154911002
470.1026049708619,1.258272907053394
470.65049559197064,1.2611733684904407
474.51063405887305,1.3102175346077776
475.03362056084046,1.325774555042847
475.68112765851447,1.3497692814765976
479.44164964885164,1.5662491760052728
480.08915674652565,1.6126565589980215
480.4129102953626,1.6379696769940664
484.82093938337374,2.066446934739617
485.14469293221066,2.08332234673698
485.24430940877596,2.0888595912986148
489.6523384967871,2.107053394858272
490.0757085221893,2.1099538562953186
490.72321561986325,2.1210283454185883
494.4837376102005,2.2209624258404737
495.13124470787443,2.23493737640079
496.42625890322233,2.2602504943968347
497.72127309857024,2.283981542518127
498.89176669821165,2.305075807514831
499.5392737958856,2.3135135135135125
500.18678089355956,2.321951219512194
500.8342879912335,2.3274884640738285
501.48179508890746,2.3330257086354633
502.0047815908749,2.33592617007251
502.6522886885489,2.3388266315095567
503.8227822881902,2.3430454845088975
504.4702893858642,2.3443638760711916
505.1177964835382,2.348582729070532
507.58330427852746,2.366776532630189
510.148428550082,2.389189189189187
511.4434427454299,2.4018457481872098
512.6139363450712,2.415820698747526
513.7844299447127,2.431377719182595
515.0794441400606,2.444034278180618
516.3744583354085,2.4553724456163466
517.5449519350498,2.465128543177322
518.8399661303977,2.476466710613051
520.1349803257456,2.4878048780487796
521.4299945210935,2.501779828609096
522.7250087164414,2.517336849044165
525.1905165114306,2.5497692814765975
526.4855307067786,2.5679630850362547
527.65602430642,2.586156888595912
528.8265179060613,2.604350692155569
530.1215321014092,2.622544495715226
531.4165462967571,2.6394199077125897
532.6119440155398,2.653394858272906
535.1770682870944,2.6842452208305856
537.6425760820837,2.7150955833882655
540.1080838770729,2.747528015820698
540.7555909747468,2.755965721819379
544.5161129650842,2.809492419248516
545.1636200627581,2.8150296638101504
545.8111271604321,2.819248516809491
546.458634258106,2.822148978246538
547.10614135578,2.823467369808832
548.9241420530952,2.823467369808832
550.2191562484431,2.822148978246538
551.5141704437912,2.819248516809491
552.6846640434326,2.8150296638101504
553.8551576430739,2.809492419248516
555.1501718384218,2.8023731048121285
556.4451860337697,2.7968358602504937
557.6156796334111,2.789716545814106
558.9106938287589,2.7825972313777187
559.558200926433,2.777059986816084
560.2057080241069,2.7715227422544495
561.5007222194548,2.757547791694133
562.6712158190962,2.7406723796967696
563.8417094187375,2.721160184574819
565.1367236140854,2.7000659195781145
565.7842307117594,2.6887277521423862
569.5447527020967,2.6085695451549107
570.1922597997706,2.600131839156229
570.5160133486075,2.5972313777191824
570.8397668974444,2.5959129861568884
571.362753399412,2.5930125247198417
572.0102604970859,2.5943309162821357
572.7573840713251,2.5943309162821357
573.404891168999,2.5956493078444294
574.052398266673,2.5943309162821357
574.5753847686403,2.591430454845089
574.8991383174773,2.5872116018457483
575.2228918663143,2.5829927488464075
575.8703989639882,2.571654581410679
579.506400358619,2.4535266974291363
580.1539074562929,2.425576796308503
580.8014145539669,2.3960448253131177
584.561936544304,2.168490441661173
585.2094436419779,2.123665128543177
585.8569507396519,2.077257745550428
589.4929521342825,1.7555702043506916
590.1404592319565,1.6938694792353322
590.4642127807934,1.6614370468028998
594.8722418688046,1.152801582069874
595.1959954176416,1.1190507580751476
596.4910096129895,0.9840474620962419
599.6040245056528,0.6694792353328932
600.2515316033267,0.6133157547791688
600.8990387010006,0.5597890573500323
604.5350400956313,0.28319050758075076
605.1825471933053,0.2367831245880019
