wavelength,sensitivity
489.97406225059854,0.7836928557292696
499.9750598563448,0.8115970710469027
509.976057462091,0.8943202058183256
519.9770550678372,0.967939837720166
529.9780526735834,0.9841678210963781
539.9790502793296,0.9730852958638431
549.9800478850759,1.0556105283989705
559.9810454908221,1.2256085493766078
569.9820430965683,1.3894716010290915
579.9830407023145,1.7059172768652284
589.9840383080607,1.9244013457352065
599.9850359138069,2.0605580843063525
609.9860335195531,2.157925984563625
619.9870311252992,2.2101721749455763
629.9880287310455,2.235305758955076
639.9890263367915,2.1076588165446264
649.9900239425378,1.6505046507025525
659.9910215482839,1.489610132594498
669.9920191540302,1.0162279833762118
